sample_index,publication_id,reference_id,reference_order,source_doi,hidden_doi,parser,parsed_title,parsed_journal,parsed_year,parsed_authors,query_mode,query,trdizin_title_status,trdizin_id,target_doi,target_crossref_status,target_crossref_doi,target_title,target_year,target_journal,target_journal_code,target_doc_type,confidence,title_similarity,title_coverage,title_token_count,year_match,journal_similarity,author_coverage,self_match,context
3264,1292422,22034237,9,,,apa,"Endüstriyel bir anlatı yapısı: “ters piramit"" haber metinleri",Dil Ve Edebiyat Dergisi,2011,"Çığ, Ü",,,no_match,,,,,,,,,,,,,,,,,,"Çığ, Ü. (2011). Endüstriyel bir anlatı yapısı: “ters piramit"" haber metinleri. Dil Ve Edebiyat Dergisi, 7(2), 69-90."
3299,1360651,25058738,9,,,apa,Halka Arz Sonrası Uzun Dönemli Hisse Senedi Getirileri: Borsa İstanbul Üzerine Bir Araştırma,"Muhasebe ve Finansman Dergisi, (97",2023,"Bakırhan, R., & Sayılgan, G",,,no_match,,,,,,,,,,,,,,,,,,"Bakırhan, R., & Sayılgan, G. (2023). Halka Arz Sonrası Uzun Dönemli Hisse Senedi Getirileri: Borsa İstanbul Üzerine Bir Araştırma. Muhasebe ve Finansman Dergisi, (97), 231-250."
3307,1330486,23830455,3,,,quoted,Türk İşverenlerin Yabancı Ülkelerdeki İşlerinde Türk İşçisi Çalıştırmalarının İş Hukuku ve MÖHUK Açısından Değerlendirilmesi,Elli İkinci Çözüm Arama Konferansı,2017,"Akyiğit, Ercan",,,no_match,,,,,,,,,,,,,,,,,,"Akyiğit, Ercan, “Türk İşverenlerin Yabancı Ülkelerdeki İşlerinde Türk İşçisi Çalıştırmalarının İş Hukuku ve MÖHUK Açısından Değerlendirilmesi”, Elli İkinci Çözüm Arama Konferansı, Yurt Dışı Hizmet Sözleşmelerinde Milletlerarası Özel Hukuk Uygulaması İş Hukuku Sorunları, İNTES Yayınları, Ankara 2017, s. 88-103."
3334,1224646,18951745,20,,,apa,Futbol Haberlerinin Sunumunda Şiddet Fanatizm ve Milliyetçilik,Toplum ve Demokrasi Dergisi,2008,"Gökulu, G",,,no_match,,,,,,,,,,,,,,,,,,"Gökulu, G. (2008). Futbol Haberlerinin Sunumunda Şiddet Fanatizm ve Milliyetçilik. Toplum ve Demokrasi Dergisi, 2(3), 147-164."
3344,1232199,19556520,16,,,apa,Managing business attributes and performance for commercial banks,The Journal of American Academy of Business,2006,"Chang, C.P",,,no_match,,,,,,,,,,,,,,,,,,"Chang, C.P. (2006). Managing business attributes and performance for commercial banks. The Journal of American Academy of Business, 9 (1), 104-109."
3362,1298683,23254173,347,,,apa,Microlearning: A strategy for ongoing professional development,E-Learning Papers,2010,"Buchem, I., & Hamelmann, H",,,no_match,,,,,,,,,,,,,,,,,,"Buchem, I., & Hamelmann, H. (2010). Microlearning: A strategy for ongoing professional development. E-Learning Papers, 21(7), 1–15. https://www.researchgate.net/profile/Ilona-Buchem/publication/341323117_Microlearning_a_strategy_for_ongoing_profes sional_development/links/5ebabd26a6fdcc90d66ebfbc/Microlearning-a-strategy-for-ongoing-professional-development.pdf"
3370,1255180,20305519,17,,,apa,"On responsibility. New York: Humanities Press. Guba, E. G., & Lincoln, Y. S. (1994). Competing paradigms in qualitative research",Handbook of Qualitative Research,1970,"Glover, J",,,no_match,,,,,,,,,,,,,,,,,,"Glover, J. (1970). On responsibility. New York: Humanities Press. Guba, E. G., & Lincoln, Y. S. (1994). Competing paradigms in qualitative research. Handbook of Qualitative Research, 2, 163-194."
3376,1228335,19155404,28,,,apa,Anasınıfı öğretmenlerinin akran zorbalığı ile ilgili algıları,Sakarya Üniversitesi Eğitim Fakültesi Dergisi,2009,"Şahin, M., Demirağ, S",,,no_match,,,,,,,,,,,,,,,,,,"Şahin, M., Demirağ, S. & Aykaç, F., (2009). Anasınıfı öğretmenlerinin akran zorbalığı ile ilgili algıları. Sakarya Üniversitesi Eğitim Fakültesi Dergisi, 1(17), 1-16."
3437,1263646,20648059,35,,,quoted,Satıcının Tüketicinin Korunması Hakkında Kanun KarĢısında Tekeffül Borcu,Türk Hukuk Enstitüsü Dergisi,1996,"ERDOĞAN, Ġhsan",,,no_match,,,,,,,,,,,,,,,,,,"ERDOĞAN, Ġhsan, “Satıcının Tüketicinin Korunması Hakkında Kanun KarĢısında Tekeffül Borcu” Türk Hukuk Enstitüsü Dergisi, Y. 1996, C. 1, S. 2, s. 12-18."
3438,1348895,24566399,2,,,apa,Academic self-efficacy in reading as a predictor of metacomprehension among Arabic non-native speakers,International Journal of Applied Psychology,2014,"Al Ghraibeh, A",,,no_match,,,,,,,,,,,,,,,,,,"[2] Al Ghraibeh, A. M. A. (2014). Academic self-efficacy in reading as a predictor of metacomprehension among Arabic non-native speakers. International Journal of Applied Psychology, 4(1), 1-12."
3440,1348895,24566466,69,,,apa,Anxiety and foreign language listening,English Teaching,2002,"Kim, J",title_full,Anxiety and foreign language listening,no_match,1334334,10.30964/auebfd.1651336,not_checked,,TheEffect of LyricsTraining on Listening Achievement and Listening Anxiety in Foreign Language Education,2025,Ankara Üniversitesi Eğitim Bilimleri Fakültesi Dergisi,395,PAPER,0.4504,0.4085,1.0,4,False,0.2571,0.0,False,"[69] Kim, J. (2002). Anxiety and foreign language listening. English Teaching, 57, 3–34."
3456,1325453,23613399,33,,,apa,Ortaokul Türkiye Cumhuriyeti inkılâp tarihi ve Atatürkçülük dersi ders ve çalışma kitaplarında Türk-Ermeni ilişkileri,Uluslararası Toplum Araştırmaları Dergisi (OPUS,2016,"Güven, C",,,no_match,,,,,,,,,,,,,,,,,,"Güven, C. (2016). Ortaokul Türkiye Cumhuriyeti inkılâp tarihi ve Atatürkçülük dersi ders ve çalışma kitaplarında Türk-Ermeni ilişkileri. Uluslararası Toplum Araştırmaları Dergisi (OPUS), 6(11), 563-582."
3458,1325453,23613423,57,,,apa,Diaspora Ararat’ı ararken: Ermeni kimliği ve soykırım iddiaları,Ermeni Araştırmaları,2004,"Özdemir, H",,,no_match,,,,,,,,,,,,,,,,,,"Özdemir, H. (2004). Diaspora Ararat’ı ararken: Ermeni kimliği ve soykırım iddiaları. Ermeni Araştırmaları, 4 (14-15), 75-97."
3478,1239554,19658056,8,,,loose_year,COVID-19 sürecinde değişen beslenme alışkanlıkları: Covid-19 hastalığını geçiren aileler örnekleminde nitel durum araştırması,Avrasya Turizm Araştırmaları Dergisi,2021,"Güler, O., Günaylı, H",,,no_match,,,,,,,,,,,,,,,,,,"Güler, O., Günaylı, H., 2021. COVID-19 sürecinde değişen beslenme alışkanlıkları: Covid-19 hastalığını geçiren aileler örnekleminde nitel durum araştırması. Avrasya Turizm Araştırmaları Dergisi, 2(2): 67-81."
3528,1211625,18521267,82,,,apa,Regional Acupuncture for Izmir Peninsula: Creating Capital Web for Creative Eco-Tourism. J. Environ. Prot,Ecol,2016,"Velibeyoglu, K",,,no_match,,,,,,,,,,,,,,,,,,"Velibeyoglu, K. (2016). Regional Acupuncture for Izmir Peninsula: Creating Capital Web for Creative Eco-Tourism. J. Environ. Prot. Ecol, 17, 666-674."
3541,1265909,20738925,50,,,vancouver,Gebelerin Doğum Şekline Karar Verme Durumlarının İncelenmesi,Dokuz Eylül Üniversitesi Hemşirelik Fakültesi Elektronik Dergisi,2013,"Vatansever Z, Okumuş H",title_full,Gebelerin Doğum Şekline Karar Verme Durumlarının İncelenmesi,no_match,264499,,no_doi,,GEBELERİNDOĞUM KORKUSU VE DOĞUM ŞEKLİNE KARAR VERME DURUMLARININ İNCELENMESİ,2016,Sağlık Bilimleri Dergisi,448,PAPER,0.7106,0.8852,1.0,7,False,0.4318,0.0,False,"50. Vatansever Z, Okumuş H. Gebelerin Doğum Şekline Karar Verme Durumlarının İncelenmesi. Dokuz Eylül Üniversitesi Hemşirelik Fakültesi Elektronik Dergisi. 2013;6(2):81-87."
3549,1305700,23597236,3,,,apa,Konya’da Sırçalı Medresenin Rölöve ve Mimarisi,Türk Arkeoloji Dergisi,1970,"Akok, M",,,no_match,,,,,,,,,,,,,,,,,,"Akok, M. (1970). Konya’da Sırçalı Medresenin Rölöve ve Mimarisi. Türk Arkeoloji Dergisi, 18(1), 5-35."
3559,1219195,19120399,23,,,apa,FlashPoll: A Context-Aware Polling Ecosystem for Mobile Participation,Internet and Networks,2016,"Deva, B., Garzon, S",,,no_match,,,,,,,,,,,,,,,,,,"Deva, B., Garzon, S. R. & Küpper, A. (2016). FlashPoll: A Context-Aware Polling Ecosystem for Mobile Participation. Internet and Networks, 169–176."
3573,1182187,16990886,60,,,apa,Effects of the 2005 Muzaffarabad (Kashmir) earthquake on built environment,Current Science,2006,"Rai, D",,,no_match,,,,,,,,,,,,,,,,,,"Rai, D. C., & Murty, C. (2006). Effects of the 2005 Muzaffarabad (Kashmir) earthquake on built environment. Current Science, 90(8), 1066-1070."
3581,1321584,23451143,7,,,apa,Namusun Göstergebilimsel Analizi: “Camdaki Kız” Örneği,International Journal of Social And Humanities Sciences,2022,"Basmacı, P",,,no_match,,,,,,,,,,,,,,,,,,"Basmacı, P. (2022). Namusun Göstergebilimsel Analizi: “Camdaki Kız” Örneği. International Journal of Social And Humanities Sciences, 6(2), 23-48."
3594,1375142,26090205,36,,,vancouver,Coping with anxiety and pain by adolescents with juvenile idiopathic arthritis,Clinical Experimental Medicine Letters,2010,"Banasiak B, Smolewska E, Zygmunt A, Lipińska J, BiernackaZielińska M, Stańczyk J",,,no_match,,,,,,,,,,,,,,,,,,"[36] Banasiak B, Smolewska E, Zygmunt A, Lipińska J, Biernacka- Zielińska M, Stańczyk J. Coping with anxiety and pain by adolescents with juvenile idiopathic arthritis. Clinical Experimental Medicine Letters. 2010;51(1):1–5."
3596,1381005,26284666,39,,,apa,A psychometric-based approach to credit scoring: A study on Malaysian small and medium enterprises,"Journal of Asian Finance, Economics and Business",2019,"Ng, W",,,no_match,,,,,,,,,,,,,,,,,,"Ng, W. L., & Cheong, C. S. (2019). A psychometric-based approach to credit scoring: A study on Malaysian small and medium enterprises. Journal of Asian Finance, Economics and Business, 6(3), 111-118."
3671,1272701,21057223,22,,,vancouver,"Performance, carcass quality, blood parameters and immune system of broilers fed diets supplemented with oregano oil (Origanum sp.)",Ann Biol Res,2011,Mansoub N,,,no_match,,,,,,,,,,,,,,,,,,"22. Mansoub N. Performance, carcass quality, blood parameters and immune system of broilers fed diets supplemented with oregano oil (Origanum sp.). Ann Biol Res. 2011;2(6):652-656."
3673,1388707,26059191,22,10.1080/00218839.2020.1728294,10.1080/00218839.2020.1728294,apa,Determination of antimicrobial activity and some physicochemical parameters of sunflower honeys from Turkey,Journal of Apicultural Research,2020,"Yücel, B., & Sorkun, K",,,no_match,,,,,,,,,,,,,,,,,,"Yücel, B., & Sorkun, K. (2020). Determination of antimicrobial activity and some physicochemical parameters of sunflower honeys from Turkey. Journal of Apicultural Research, 59(3), 410–419. https://doi.org/10.1080/00218839.2020.1728294"
3686,1312159,22868887,20,,,apa,English pronunciation instruction: A literature review,International Journal of Research in English Education,2016,"Gilakjani, A",title_salient,English pronunciation instruction literature,no_match,1337255,10.17152/gefad.1741999,not_checked,,TheEffect of Song-Based Instruction on High School Students’ English Pronunciation Skills: A Time-Series Design,2025,Gazi Eğitim Fakültesi Dergisi,723,PAPER,0.3856,0.3951,0.75,4,False,0.2162,0.0,False,"Gilakjani, A. P. (2016). English pronunciation instruction: A literature review. International Journal of Research in English Education, 1(1), 1-6."
3687,1312159,22868908,41,,,apa,Does pronunciation instruction make any sense? EFL learners and teachers' beliefs,International Journal of Curriculum and Instruction,2018,"Üstünbas, Ü",,,no_match,,,,,,,,,,,,,,,,,,"Üstünbas, Ü. (2018). Does pronunciation instruction make any sense? EFL learners and teachers' beliefs. International Journal of Curriculum and Instruction, 10(1), 71-84."
3695,1328696,23752717,3,10.31838/jcr.07.17.141,10.31838/jcr.07.17.141,apa,"Theinfluence of physicaldistancetostudentanxiety on Covid-19, Indonesia. J CritRev",7(17,2020,"Ardan M, Rahman F.F",,,no_match,,,,,,,,,,,,,,,,,,"Ardan M, Rahman F.F. & Geroda, G.B. (2020). Theinfluence of physicaldistancetostudentanxiety on Covid-19, Indonesia. J CritRev. 7(17), 1126–32. DOI: 10.31838/jcr.07.17.141."
3720,1308452,22697324,80,,,quoted,AR-GE Harcamalarının Büyüme ile İlişkisinin Analizi: Gelişmiş ve Gelişmekte Ülkeler Karşılaştırması,3rd SCF International Conference on Economic and Social Impacts of Globalization,2017,"Sezgin, F.H",,,no_match,,,,,,,,,,,,,,,,,,"Sezgin, F.H. (2017) “AR-GE Harcamalarının Büyüme ile İlişkisinin Analizi: Gelişmiş ve Gelişmekte Ülkeler Karşılaştırması”, 3rd SCF International Conference on Economic and Social Impacts of Globalization, Antalya, Türkiye, 5-7 Ekim 2017, 69-81."
3726,1265865,20899072,1,,,quoted,Frankofoni (Fransızca Konuşan Ülkeler Topluluğu) Türk Dünyası İçin Bir Model Olabilir mi?,Türk Diasporası ve Türk Dünyası Vizyon,2023,"Aktaş, Hayati-İpek, Cemil Doğaç",,,no_match,,,,,,,,,,,,,,,,,,"Aktaş, Hayati-İpek, Cemil Doğaç, (2014), “Frankofoni (Fransızca Konuşan Ülkeler Topluluğu) Türk Dünyası İçin Bir Model Olabilir mi?”, Türk Diasporası ve Türk Dünyası Vizyon 2023, Editör: Almagül İsina, Tasam Yayınları, İstanbul, ss. 45-48. https://tasam.org/tr- TR/Icerik/53597/frankofoni_fransizca_konusan_ulkeler_toplulugu_turk_dunyasi_icin_bir _model_olabilir_mi"
3727,1192083,17449585,25,,,vancouver,Tickborne Diseases: Diagnosis and Management,May 1,2020,"Pace EJ, O'Reilly M",title_full,Tickborne Diseases Diagnosis and Management,no_match,218372,,no_doi,,KırımKongo Kanamalı Ateşi,2016,Okmeydanı Tıp Dergisi,747,PAPER,0.1839,0.3226,0.0,4,False,0.2308,0.0,False,"25. Pace EJ, O'Reilly M. Tickborne Diseases: Diagnosis and Management. Am Fam Physician. May 1 2020;101(9):530-540."
3750,1285408,21723305,27,10.5829/idosi.wasj.2012.19.05.1114,10.5829/idosi.wasj.2012.19.05.1114,apa,Gender wage differentials and discrimination in Malaysian labour market,World Applied Sciences Journal,2012,"Ismail, R",,,no_match,,,,,,,,,,,,,,,,,,"Ismail, R. ve Jajri, I. (2012). Gender wage differentials and discrimination in Malaysian labour market. World Applied Sciences Journal, 19 (5), 719-728. DOI: 10.5829/idosi.wasj.2012.19.05.1114"
3767,1351195,24655443,37,,,quoted,Borçlunun Sözleşmeden Doğan Yükümlülüğünü Yerine Getirmemesi,ne İlişkin Anayasa Hükmü ve İcra İflâs Suçları,2003,"Yılmaz, Ejder",title_full,Borçlunun Sözleşmeden Doğan Yükümlülüğünü Yerine Getirmemesi,no_match,155052,,no_doi,,Taşımaişleri komisyoncusunun taşıma işini üzerine alınması ve bunun hukuki sonuçları,2013,İnönü Üniversitesi Hukuk Fakültesi Dergisi,742,PAPER,0.1627,0.2639,0.0,6,False,0.3636,0.0,False,"Yılmaz, Ejder, “Borçlunun Sözleşmeden Doğan Yükümlülüğünü Yerine Getirmemesi’ne İlişkin Anayasa Hükmü ve İcra İflâs Suçları”, Prof. Dr. Ergun Önen’e Armağan, İstanbul 2003, s. 493–502."
3796,1271651,21007170,10,,,apa,Translation and content analysis of oral and written materials,Methodology,1980,"Brislin, R",title_full,Translation and content analysis of oral and written materials,no_match,236624,,no_doi,,TÜRKDİLİ ÖĞRETİMİ AÇISINDAN “MATERIAŁY DO PRAKTYCZNEJ NAUKI JĘZYKA TURECKIEGO”,2016,Uluslararası Türkçe Edebiyat Kültür Eğitim (TEKE) Dergisi,828,PAPER,0.1829,0.281,0.125,5,False,0.1333,0.0,False,"[10] Brislin, R. W. (1980). Translation and content analysis of oral and written materials. Methodology, 389-444."
3800,1198293,17788657,26,,,apa,Design and development e-learning system by learning management system (lms) in vocational education,Online Submission,2020,"Rabiman, R., M",,,no_match,,,,,,,,,,,,,,,,,,"Rabiman, R., M. Nurtanto, and N. Kholifah. (2020). Design and development e-learning system by learning management system (lms) in vocational education. Online Submission, 9 (1): 1059-1063."
3825,1222919,18877384,37,,,quoted,Osmanlı Hukukunda Hekimin Sorumluluğu ve XVII. Yüzyılda Ünlü bir Fıtık Cerrahı,Türk Hukuk Tarihi Araştırmaları,2007,"Gedikli, Fethi",,,no_match,,,,,,,,,,,,,,,,,,"Gedikli, Fethi. “Osmanlı Hukukunda Hekimin Sorumluluğu ve XVII. Yüzyılda Ünlü bir Fıtık Cerrahı”, Türk Hukuk Tarihi Araştırmaları, C. 4, 2007, s.15-27."
3911,1250164,21045725,30,,,apa,Efficiency Ratios and Community Bank Performance,Journal of Finance and Accountancy,2008,"Hays, H., De Lurgio, A",title_full,Efficiency Ratios and Community Bank Performance,no_match,1204730,10.47495/okufbed.1049643,not_checked,,"Effectsof Adding Murt Volatile Oil (Myrtus Communis) to Japanese Quail Diets on Growth, Feed Consumption, Carcass, Some Blood and Tissue Characteristics in Lipopolysaccharide-Induced Inflammation",2022,Osmaniye Korkut Ata Üniversitesi Fen Bilimleri Enstitüsü Dergisi (Online),2772,PAPER,0.1534,0.2689,0.0,5,False,0.1935,0.0,False,"Hays, H., De Lurgio, A. &A. Gilbert (2008). Efficiency Ratios and Community Bank Performance. Journal of Finance and Accountancy, 1, 1-15."
3914,1293140,23041467,55,,,apa,Is listening comprehension influenced by the background knowledge of the learners? A case study of Iranian EFL learners,The Linguistics Journal,2002,"Sadighi, F., & Zare, S",,,no_match,,,,,,,,,,,,,,,,,,"Sadighi, F., & Zare, S. (2002). Is listening comprehension influenced by the background knowledge of the learners? A case study of Iranian EFL learners. The Linguistics Journal, 1(3), 110–126."
3918,1196693,17709243,31,,,apa,Motivation in action: A process model of l2 motivation,Working Papers in Applied Linguistics,1998,"Dörnyei, Z., ve Otto, I",title_salient,Motivation action process model motivation,no_match,1308013,10.17066/tpdrd.1409170,not_checked,,PsychosocialMotivations for Youth Engagement in Terrorist Acts: A Qualitative Study,2025,Türk Psikolojik Danışma ve Rehberlik Dergisi,378,PAPER,0.3048,0.3704,0.4,5,False,0.3457,0.0,False,"Dörnyei, Z., ve Otto, I. (1998). Motivation in action: A process model of l2 motivation. Working Papers in Applied Linguistics, 4, 43-69."
3937,1353921,24761291,27,,,vancouver,The effect of TRX suspension training on physical capacity of young sedentaries,The Journal of Eurasia Sport Sciences and Medicine,2021,"Pancar S, Topçu H, Arabacı R, Vardar T",,,no_match,,,,,,,,,,,,,,,,,,"Pancar S, Topçu H, Arabacı R, Vardar T. The effect of TRX suspension training on physical capacity of young sedentaries. The Journal of Eurasia Sport Sciences and Medicine. 2021;3(1):24-32. [Link]"
3965,1332079,23906588,19,,,apa,Bireysel iki dillilik ve toplumsal iki dillilik. [Individual bilingualism and social bilingualism],Türk Dili Dil ve Edebiyat Dergisi,2011,"Karaağaç, G",title_full,Bireysel iki dillilik ve toplumsal iki dillilik Individual bilingualism and social bilingualism,no_match,269230,,no_doi,,TUVATÜRKLERİNİN SOSYAL MEDYADAKİ DİL TERCİHLERİ,2017,Turkish Studies (Elektronik),664,PAPER,0.1897,0.2254,0.2,10,False,0.4068,0.0,False,"Karaağaç, G. (2011). Bireysel iki dillilik ve toplumsal iki dillilik. [Individual bilingualism and social bilingualism]. Türk Dili Dil ve Edebiyat Dergisi, 717, 222-228."
