sample_index,publication_id,reference_id,match_status,match_score,matched_source,matched_title,matched_author,matched_year,matched_publisher,matched_isbn,matched_url,raw_context
3575,1340051,24199200,no_match,0.0,,,,,,,,"YALÇIN M. Namık (Ed.) (2015) İstanbul Üniversitesi’nde Jeoloji Bir Asırlık Geçmiş 1915- 2015, Müessese İletişim Yayıncılık, İstanbul."
3583,1321584,23451165,no_match,0.0,,,,,,,,"Gottdiener, M. (2005). Postmodern Göstergeler/Maddi Kültür ve Postmodern Yaşam Biçimleri (Trans. Hakan Gür, Arhan Nur & Erdal Cengiz). Ankara: İmge Kitabevi Yayınları."
3584,1321584,23451199,no_match,0.0,,,,,,,,"Postman, N. (1994). Televizyon: Öldüren Eğlence (Trans. O. Akınhay). İstanbul: Ayrıntı Yayınları."
3585,1321584,23451215,no_match,0.0,,,,,,,,"Tavaslı, Y. (2020). Tavaslı Yayınları Salat-ı Tefriciye ve Esmaül-Hüsna Faziletleri. Tavaslı Yayınları."
3618,1298132,23224945,no_match,0.0,,,,,,,,"Tabachnick, B. G., & Fidell, L. S. (2013). Using multivariate statistics (Sixth Ed.). Pearson Publishing."
3619,1305110,22575696,no_match,0.0,,,,,,,,"Arslan, N. (2008), Neş’e Erdok. Eczacıbaşı Sanat Ansiklopedisi, C. 1, 468, İstanbul: YEM Yayınları."
3630,1343137,24335289,no_match,0.0,,,,,,,,"Latour, Bruno. Biz Hiç Modern Olmadık, 1. Baskı, Norgunk Yayıncılık, İstanbul, 2008."
3635,1334640,24006547,strong,1.0,openlibrary,Flora of Turkey and the East Aegean islands,P. H. Davis,1965,,,https://openlibrary.org/works/OL12315980W,"Davis, P. H. (1967). Flora of Turkey and the East Aegean Islands. Edinburgh University Press."
3639,1221581,18835181,no_match,0.0,,,,,,,,"Turgut, Ali. Tefsîr Usûlü ve Kaynakları. İstanbul: MÜİFV Yayınları, 1. Baım, 1991."
3646,1229000,21599308,no_match,0.0,,,,,,,,"Köksal, M. A. (2008). Peygamberler Peygamberi Hz. Muhammed (a.s.) ve İslamiyet. Erkam Yayınları."
3675,1379284,25742488,strong,1.0,openlibrary,Kıraat ilmi ve tarihi,Abdülhamit Birışık,2004,,,https://openlibrary.org/works/OL42496971W,"Birışık, Abdulhamit. Kıraat İlmi ve Tarihi. Bursa: Emin Yayınları, 2. Basım, 2014."
3693,1320203,23384139,no_match,0.0,,,,,,,,"Murat, M. (2007). Okuma eğitimi. F. Bölükbaşı (Ed.), Türkçe Öğretimi (s. 99-119) içinde. Lisans Yayıncılık."
3694,1320203,23384148,no_match,0.0,,,,,,,,"Robertson, A. K. (2004). Etkili Dinleme. (E. S. Yarmalı, Çev.). Hayat Yayınları."
3709,1341016,24236912,no_match,0.0,,,,,,,,"Esed, M. (1999). Kur’an mesajı meal-tefsir (5 b., Cilt 2). İstanbul: İşaret Yayınları."
3710,1341016,24236924,no_match,0.0,,,,,,,,İbnü’l-Cezerî. (1999). Müncidü’l-Mukri’în ve Mürşidü’t-Tâlibîn. Beyrut: Dâru’l-Kütübi’l İlmiyye.
3737,1282163,21546333,no_match,0.0,,,,,,,,"Turan, L. (2013). Çocuk yayınlarında yer alan bazı olumsuzluklar [Some negative aspects in children's publications]. In Eğitim Fakülteleri İçin Çocuk Edebiyatı (Yılar & Turan Eds.), pp. 201-224. Pegem Akademi."
3738,1230380,19261190,no_match,0.0,,,,,,,,"Erdoğan, S. (2005). Beslenme ve Besin Teknolojisi. Ankara: Detay Publishing."
3748,1180184,16933152,no_match,0.0,,,,,,,,"1.Nair PA, Patel BC. Herpes Zoster. [Updated 2021 Sep 9]. In: StatPearls [Internet]. Treasure Island (FL): StatPearls Publishing; 2021 Jan-."
3752,1241584,20872687,no_match,0.0,,,,,,,,"Gökyay, O. Ş. (1973). Dedem Korkut'un kitabı. İstanbul: Başbakanlık Kültür Müsteşarlığı Kültür."
3768,1351195,24655445,no_match,0.0,,,,,,,,"Yurtcan, Erdener, Şahsi Dava ve Uygulaması, 2. Baskı, Işın Yayıncılık, Ankara 1985."
3780,1320626,23406884,no_match,0.0,,,,,,,,"Ceylan, A., & Korkmaz , T. (2014). Finansal teknikler (8.Basım). Ekin Yayınevi ."
3781,1283310,21617576,strong,1.0,crossref_book,Sosyal Bilimlerde Nitel Araştırma Yöntemleri,Kavut Sevgi,2024,Akademisyen Kitabevi,9786253751609,https://doi.org/10.37609/akya.3369.c8919,"Yıldırım, A. ve Şimşek, H. (2021). Sosyal bilimlerde nitel araştırma yöntemleri. Seçkin Yayıncılık."
3793,1259978,20510315,no_match,0.0,,,,,,,,"12. Davis DD, Kane SM. Fifth-Toe Deformities.USA: StatPearls Publishing. 2022:32491393."
3802,1211651,18468040,no_match,0.0,,,,,,,,"Ağaoğlu, O.K. (1992). İşgücünü Verimli Kullanma Tekniklerinin Turizm Sektörüne Uygulanması. Ankara: Milli Prodüktivite Merkezi Yayınları."
3808,1263887,20801432,strong,1.0,openlibrary,Money and the morality of exchange,"Maurice Bloch, Jonathan P. Parry",1989,,,https://openlibrary.org/works/OL16948786W,"Maurice, Bloch – Jonathan, Parry (ed.). Money and the Morality of Exchange. Cambridge: Cambridge University Press, 1989."
3820,1351344,24661578,strong,1.0,crossref_book,Complexity Theory,Larsen-Freeman Diane,2017,John Benjamins Publishing Company,9789027213389,https://doi.org/10.1075/lllt.48.02lar,"(60) Larsen-Freeman, D. (2020). Complexity theory. In J. I. Liontas (Ed.), The TESOL Encyclopedia of English language teaching (pp. 1-6). John Wiley & Sons."
3826,1222919,18877390,no_match,0.0,,,,,,,,"İbrahim Halebî. Mülteka Tercümesi, (çev. Hüsamettin Vanlıoğlu), Yasin Yayınları, İstanbul 2014, C.3."
3834,1355038,25256074,no_match,0.0,,,,,,,,"Ülken, H. Z. (1994). Türkiye’de çağdaş düşünce tarihi (4. baskı). Ülken Yayınları."
3845,1177381,16748217,no_match,0.0,,,,,,,,"Taranoğlu, A. (2005). Konya Maarif Kolejinden Meram Anadolu Lisesine Elli Yılın Öyküsü. İstanbul: KMKD Yayınları."
3846,1217529,19038775,strong,1.0,openlibrary,İlkçağ Felsefe Tarihi 1,Ahmet Arslan,2017,,,https://openlibrary.org/works/OL26280113W,"Arslan, Ahmet. İlkçağ Felsefe Tarihi 1. İstanbul: Bilgi Üniversitesi Yayınları, 3. Ed., 2009."
3847,1371440,25483906,no_match,0.0,,,,,,,,"Ahipaşaoğlu, H. (2001). Turizmde rehberlik. Detay Yayıncılık."
3848,1371440,25483915,no_match,0.0,,,,,,,,"Çolakoğlu, O., Epik F., & Efendi, E. (2007). Tur yönetimi ve turist rehberliği. Detay Yayıncılık."
3866,1228985,19191331,no_match,0.0,,,,,,,,"Tunçay, M. (1989). Tc.'inde Tek Parti Yönetiminin Kurulması (1923-1931). İstanbul: Cem Yayınevi."
3879,1220815,19222669,strong,0.909,crossref_book,Comparative Study of Religions,,2017,Springer Netherlands,9789402408454,https://doi.org/10.1007/978-94-024-0846-1_100039,"Wach, J. (1958). The comparative study of religions (J. M. Kitagawa, Ed.). New York: Columbia University Press."
3891,1201210,17938038,no_match,0.0,,,,,,,,"Bozdoğan, S. (2008). Modernizmin ve ulusun inşası (T. Birkan Çev.). Metis yayınları."
3900,1305276,22581635,no_match,0.0,,,,,,,,"Gürbilek, N. (2007). Kör ayna, kayıp şark (2. bs.). İstanbul: Metis Yayınları."
3904,1379277,25742209,no_match,0.0,,,,,,,,"Berger, Peter L. Kutsal Şemsiye. çev. Ali Coşkun. İstanbul: Rağbet Yayınları, 2011."
3907,1245183,19886839,no_match,0.0,,,,,,,,"Stepʿanos Tarōnecʿi Asołik, Patmutʿiwn Tiezerakan, ed. S. Malxaseancʿ, St Petersburg, 1885; English trans. T. Greenwood, The Universal History of Stepʿanos Tarōnecʿi (Oxford University Press), Oxford, 2017."
3909,1238237,19600936,strong,0.962,openlibrary,Kadin bilinci erkek dunyasi,Sheila Rowbotham,1987,,,https://openlibrary.org/works/OL810547W,"Rowbotham, Sheila. Kadın Bilinci Erkek Dünyası. çev. Şükrü Alpagut (İstanbul: Payel Yayınları, 1998)."
3922,1317356,23230204,strong,1.0,openlibrary,Igneous Rocks - A Classification and Glossary of Terms,"R. W. Le Maitre, A. Streckeisen, B. Zanettin, M. J. Le Bas, B. Bonin",2002,,,https://openlibrary.org/works/OL25662954W,"Le Maitre, R.W. (Ed) (1989) A Classification of Igneous Rocks and Glossary of Terms. Blackwall, Oxford."
3949,1333084,23951966,no_match,0.0,,,,,,,,"Deringil, Selim, İktidarın Sembolleri ve İdeoloji. İstanbul: Doğan Kitap, 2014."
3951,1375531,25632450,strong,1.0,openlibrary,Gelisim Psikolojisi,Bekir Onur,1997,,,https://openlibrary.org/works/OL26278917W,"Onur, B. (2021). Gelişim psikolojisi. Ankara: İmge Kitabevi."
3954,1316183,23154085,no_match,0.0,,,,,,,,"3. The Oxford English Dictionary. 2. Baskı. Oxford: Clarendon Press; 1989. Tuber, tubercle, tubercule, tuberculosis; Cilt 18, ss. 642-644."
3955,1316183,23154086,no_match,0.0,,,,,,,,4. Porter R. Kan revan içinde: Tıbbın kısa tarihi. 3. Baskı. İstanbul: Metis Yayınları; 2021. s. 16.
3973,1356277,24864265,no_match,0.0,,,,,,,,"Bişirici, D.A. (2021). Hilmi Ziya Ülken’de Anadolu kavramı ve Anadoluculuk. ÖZNE, felsefe, bilim ve sanat yazıları, 34. kitap, Çizgi Kitabevi."
3990,1257947,20670750,no_match,0.0,,,,,,,,"23. Boylestad R. L., Louis N., Electronic Devices and Circuit Theory, Palme Publishing, 10th Edition, 2015, Ankara."
4013,1324383,23571801,no_match,0.0,,,,,,,,"Bağdâdî, İsmâil Paşa. Hediyyetü’l-‘Ârifîn Esmâü’l-Müellifîn Ve Âsâru’l-Musannifîn. 1. cilt. İstanbul: Milli Eğitim Basımevi, 1951."
4032,1299598,22387339,no_match,0.0,,,,,,,,"Tezcan D ve Erdem MR ve Sancakdar O ve Önok RM, İnsan Hakları El Kitabı (Seçkin Yayıncılık 2010)."
4034,1186056,17152007,no_match,0.0,,,,,,,,"Lange, G., Neumann, K., & Ziesenis, W. (Hrsg). (2000). Produktiver Umgang mit Litaratur im Unterricht Band 1. Hohengehren: Schneider Verlag."
4036,1213094,18519485,no_match,0.0,,,,,,,,Gül ile Sitemkâr / Zaman-ı Sabıkda Cereyan Eden Bir Vaka-yı Âşıkane. (1332). İstanbul: Şems Matbaası.
4065,1219251,21590466,no_match,0.0,,,,,,,,"Kaltschmıtt, M. & Wiese, A. (2007a). Energy balance of the earth. In M. Kaltschmitt, W. Streicher and A. Wiese (Eds.). Renewable energy: Technology, economics and environment, (ss. 23-31). Springer."
4082,1387822,26025828,no_match,0.0,,,,,,,,"Kutluer, İlhan. “Hayy ve Kâmil: İki ‘Otodidakt’ın Serüveni”. Akıl ve İtikad: Kelâm-Felsefe İlişkileri Üzerine Araştırmalar. 109-146. İstanbul: İz Yayıncılık, 1996."
4108,1358404,24945951,no_match,0.0,,,,,,,,"Foucault, M. (1987). Söylemin düzeni. Hil Yayınları."
4120,1296652,22205211,no_match,0.0,,,,,,,,"Giroux, H. A. (2007). Eleştirel pedagoji ve neoliberalizm. (Çev. B. Baysal). Kalkedon Yayınları."
4121,1296652,22205215,no_match,0.0,,,,,,,,"Illich, I. (2009). Okulsuz toplum (Çev. M. Özay). Şule Yayınları."
4122,1336199,24070112,no_match,0.0,,,,,,,,"Turan, O. (1969). Selçuklular Tarihi ve Türk-İslam Medeniyeti. Turan Neşriyat."
4126,1335635,24046379,no_match,0.0,,,,,,,,"Laster, Kathy, and Veronica Taylor. 1994. Interpreters and the Legal System. Sydney: The Federation Press."
4198,1245678,19898569,no_match,0.0,,,,,,,,"Alan, A. (2019). İçerik Pazarlaması/Müşteriye Bilgi Sunma Sanatı. Kriter Yayınevi."
4199,1245678,19898595,no_match,0.0,,,,,,,,"Handley, ., & Chapman, C.C. (2017). Dijital Çağda İçerik Yönetiminin Kuralları. Zeynep Kökkaya (Çev). İstanbul: MediaCat Yayınları."
4229,1273351,21099565,no_match,0.0,,,,,,,,"Yaltırık, F., 1993. Dendroloji Ders Kitabı II. Angiospermae (Kapalı Tohumlular), İstanbul Üniversitesi Orman Fakültesi Basımevi, İstanbul."
4234,1253711,20240595,no_match,0.0,,,,,,,,"Rice, Tamara Talbot. Bizans’ta Günlük Yaşam. Bizans’ın Mücevheri Konstantinopolis. Çev. Bilgi Altınok. İstanbul: Özne Yayınları, 1998)."
4238,1367404,25820333,possible,0.667,openlibrary,Graphic Design,Stephen J. Eskilson,2007,,,https://openlibrary.org/works/OL7914510W,"Eskilson, S. J. (2012). Graphic Design A New History. Laurence King Publishing."
4259,1303831,23529409,no_match,0.0,,,,,,,,"Appelbaum, E., & Batt, R. (1993). High-performance work systems: American models of workplace transformation. ILR Press."
4263,1190552,17347873,strong,0.892,openlibrary,Byzantium in the iconoclast era (c. 680-850),Leslie Brubaker,2010,,,https://openlibrary.org/works/OL15883846W,"Brubaker, Leslie & John Haldon. Byzantium in the Iconoclast Era, c. 680-850: A History. Cambridge: Cambridge University Press, 2011."
4265,1315331,23103776,strong,0.933,openlibrary,Mukaddime Cilt,Ibn - i Haldun,2018,,,https://openlibrary.org/works/OL26276674W,"Ibn Haldun (2007), Mukaddime Cilt 1. (Haz. Süleyman Uludağ). Dergah Yayınları"
4294,1352568,24708761,no_match,0.0,,,,,,,,"Curcanî, A. İbn M. es-Seyyid eş-Şerîf (1997). Tarifat, wer. A.Erkan, İstanbul: Bahar Yayınları."
4300,1199061,17830507,no_match,0.0,,,,,,,,MEB. (2018a). Medya Okuryazarlığı Dersi Öğretim Programı. Ankara: MEB Yayınları.
4301,1280741,21460222,no_match,0.0,,,,,,,,"Giddens, A. (2000). Sosyoloji. (H. Özel, & C. Güzel, Dü) Ankara: Ayraç yayınevi."
4305,1296597,22203053,no_match,0.0,,,,,,,,"Önder, A. ve Özkan, B. (2013). Sürdürülebilir çocuk gelişimi okul öncesinde etkinliklerle çevre eğitimi (1. baskı). Anı Yayıncılık."
4316,1217797,18684575,no_match,0.0,,,,,,,,"Mîr Dâmâd, Muhammed Bâkır el-Huseynî el-Esterâbâdî. er-Ravâşihu’s-Semâviyye. thk. Gulamhuseyn Kayseriyyehâ-Nimetullah el-Celîlî. Kum: Dâru’l-Hadis, 1 basım, 2001."
4324,1207470,18220257,no_match,0.0,,,,,,,,"Gökdemir, Ahmet Ender.1998. Cenub-i Garbi Kafkas Hükümeti, Ankara: Atatürk Araştırma Merkezi Yayınları."
4325,1207470,18220276,no_match,0.0,,,,,,,,"Kansu, Mazhar Müfit.1968. Erzurum’dan Ölümüne Kadar Atatürk’le Beraber, 2.Cilt, Ankara: Türk Tarih Kurumu Yayınları."
4337,1305826,22601859,no_match,0.0,,,,,,,,"Grant, Robert, Tracy, David. A Short History of the Interpretation of the Bible, Washington: Fortress Press, 1984."
4338,1305826,22601873,no_match,0.0,,,,,,,,"Mevlana. Mesnevî-i Şerîf-VI, Çev. Veled İzbudak, Ankara: MEB Yayınları, 1988."
4354,1204080,18064987,no_match,0.0,,,,,,,,"MAZOWER, Mark, Selanik: Hayaletler Şehri: Hristiyanlar, Müslümanlar ve Yahudiler (1430-1950), çev. Gül Çağalı Güven, 1. Baskı, İstanbul, Yapı Kredi Yayınları, 2007."
4357,1193128,18931218,no_match,0.0,,,,,,,,"Ali el-Kârî, Ebu’l-Hasen Nûrüddîn Ali b. Sultan Muhammed el-Kârî el-Herevî. Mirkâtu’l-mefâtîh şerhu mişkâti’l-mesâbîh. 9 Cilt. Beyrut: Dâru’l-Fikr, 1. Basım, 1422."
4369,1214399,18899265,no_match,0.0,,,,,,,,"Öneş, H. (2008). Turizm yeşeriyor. Gastronomi, Sayı:68, Şubat – Mart 2008, İstanbul: Boyut Yayıncılık AŞ."
4387,1160408,16073969,no_match,0.0,,,,,,,,"Melikoff, Irene. 2011. Uyur İdik Uyardılar. Çev. Turan Alptekin. 3. Basım. İstanbul: Demos Yayınları."
4389,1365822,25275274,no_match,0.0,,,,,,,,"Wilkens, J. ve Nugteren, H. (2023). Grammaticalisation and lexicalisation of the Old Turkic verb ur-. Ö. Ayazlı, T. Karaayak ve U. Uzunkaya (Ed.), Doğumunun 60. Yılında Mehmet Ölmez Armağanı Bilge Biliglig Bahşı Bitigi içinde (ss. 643-663). Çanakkale: Paradigma Akademi Yayınları."
4392,1199289,17838859,no_match,0.0,,,,,,,,"BOTTÉRO, J., 2013. Gılgamış Destanı. Ölmek İstemeyen Büyük İnsan, Çev.: Orhan Suda, Yapı Kredi Yayınları, İstanbul."
4399,1204145,18208185,no_match,0.0,,,,,,,,"Akyıldız, Ali. (2019). Osmanlı'da Ulaşımın Modernleşmesi. İstanbul, Timaş Yayınları."
4404,1245978,19910172,no_match,0.0,,,,,,,,"15. Ziyalar, N. (2020). ""Çocuk İstismarı ve Çocukla Adli Görüşme Teknikleri"". 1. Baskı, Ankara, Seçkin Yayıncılık."
4409,1159182,15992035,no_match,0.0,,,,,,,,"Aziz, A. (2020), Sosyal Bilimlerde Araştırma Yöntemleri ve Teknikleri (13. Basım), Ankara: Nobel Akademik Yayıncılık."
4417,1288476,21873871,no_match,0.0,,,,,,,,"Ünlü, S. (2001). Psikoloji. Eskişehir: Anadolu Üniversitesi Açıköğretim Fakültesi Yayınevi."
4422,1389822,26097889,no_match,0.0,,,,,,,,"FAWCETT, J.E.S.: The Law of Nations, Oxford 1968."
4470,1206118,18136561,strong,0.9,crossref_book,What is an Author? 1,Foucault Michel,2017,Routledge,9781351226387,https://doi.org/10.4324/9781351226387-36,"Foucault, M. (1994) “What is an Author?”, çev. Harari, J. V., Aesthetics, Method, and Epistemology, (ed. Faubion, James D.), 205–222, New York: The New Press."
4480,1314929,23081014,no_match,0.0,,,,,,,,"Topur, T.: Dünya ve Türkiye - AB - Kıbrıs Üçgeni, Yeni Türkiye Yayınları, 2002."
4494,1244261,19838533,no_match,0.0,,,,,,,,"Sirak. Kullanılan Metin ve Çeviri: (2015), Sirak, Kutsal Kitap ve Deuterokanonik Kitaplar, Deuterokanonik (Apokrif) Kitaplar içinde (87-160), Kitabı Mukaddes Şirketi, Korea."
4497,1244261,19838540,no_match,0.0,,,,,,,,"Susa, Ahmet (2015), Tarihte Araplar ve Yahudiler, (Çev. A. Batur), Selenge Yayınları, İstanbul."
4579,1261897,20588323,no_match,0.0,,,,,,,,Van Valiliği (1998). Cumhuriyetin 75. yılında Van. ERK Yayıncılık.
4583,1291024,22939366,no_match,0.0,,,,,,,,"Diyanet İşleri Başkanlığı. Türkiye’de Dini Hayat Araştırması. Ankara: Diyanet İşleri Başkanlığı Yayınları, 2014."
4584,1291024,22939386,no_match,0.0,,,,,,,,"Korkmaz, Mehmet. Din Öğretimi Teknolojisi ve Materyal Geliştirme. Kayseri: Tezmer Yayınları, 2014."
4586,1304955,22570889,no_match,0.0,,,,,,,,Akalın İ (1995). DİSK Kısa Tarihi (1960-1980). İstanbul: Öteki Yayınevi.
4587,1304955,22570943,strong,1.0,openlibrary,İngiliz İşçi Sınıfının Oluşumu,E. P. Thompson,2015,,,https://openlibrary.org/works/OL26374631W,"Thompson E P (2004). İngiliz İşçi Sınıfının Oluşumu. Çev. U Kocabaşoğlu, İstanbul: Birikim Yayınları."
4599,1358365,24944489,possible,0.667,crossref_book,Panic disorder and social phobia,Clark David M.,2015,Oxford University Press,,https://doi.org/10.1093/med:psych/9780192627254.003.0006,"Clark, D. M. & Wells, A. (1995). A cognitive model of social phobia. In R. G. Heimberg, M. R. Liebowitz, D. A. Hope, & F. R. Schneier (Eds.), Social phobia: Diagnosis, assessment and treatment (pp. 69–93). Guilford Press."
4608,1356961,24890047,strong,0.925,crossref_book,Sosyal Bilimlerde Nicel Araştırma Yöntemleri,Büyükyılmaz Ozan,2024,Akademisyen Kitabevi,9786253751609,https://doi.org/10.37609/akya.3369.c8916,"(18) Gürbüz, S., & Şahin, F. (2018). Sosyal bilimlerde araştırma yöntemleri: Felsefe - yöntem - analiz. Seçkin Yayıncılık."
4629,1244342,20913007,no_match,0.0,,,,,,,,"Demirayak, Kenan. Arap Edebiyatı Tarihi II Sadrul İslam Dönemi. Erzurum: Fenomen, 2013. Doğan, Mehmet. Büyük Türkçe Sözlük. İstanbul: Vadi Yayınları, 2003."
4634,1168724,16840665,strong,1.0,crossref_book,Nitel Araştırma Yöntemleri,Aydın Nurşen,2023,Özgür Yayınları,9789754478259,https://doi.org/10.58830/ozgur.pub377,"Şimşek, H. ve Yıldırım, A. (2021). Nitel araştırma yöntemleri. Ankara: Seçkin Yayıncılık."
4637,1233156,19412411,strong,1.0,openlibrary,Eski Türkçede İkilemeler,Ahmet Karaman,2022,,,https://openlibrary.org/works/OL34944205W,"Karaman, A. (2022). Eski Türkçede ikilemeler. Türk Dil Kurumu Yayınları."
4639,1379977,25761572,no_match,0.0,,,,,,,,"Kalın, İ. (2021a). Ben öteki ve ötesi (22. Basım). İnsan Yayınları."
4640,1379977,25761607,no_match,0.0,,,,,,,,"Uzun, N. (2012). Avrupa’da İslamofobi. Pınar Yayınları."
4642,1376073,25651412,no_match,0.0,,,,,,,,"İbnü’l-Hümâm, Kemâlüddîn Muhammed b. Abdilvâhid b. Abdilhamîd es-Sivâsî. Fetḥu’l-ḳadîr (Bâbertî’nin el-İnâyesi ve Sa’di Çelebi’nin haşiyesi ile). 10 Cilt. Beyrut: Dâru’l-Fikr, ts."
4646,1252567,20192635,no_match,0.0,,,,,,,,"Giddens, A., (2010). Kapitalizm ve Modern Sosyal Teori. (2. Basım), Çev. Ümit T., İstanbul: İletişim Yayınları"
4649,1284481,21709774,strong,1.0,openlibrary,"Insan ve ""Herkes""",José Ortega y Gasset,2007,,,https://openlibrary.org/works/OL26365381W,"Y. Gasset, Ortega. (2014) İnsan ve “Herkes”. (N. G. Işık, Çev.). İstanbul: Metis Yayınları."
4670,1363348,25171700,no_match,0.0,,,,,,,,"Seneca, L. A. (2019). Mutlu yaşam üzerine (3. baskı). (C. C. Çevik, Çev.). Türkiye İş Bankası Kültür Yayınları. (Özgün eser basım yak. MS 58)"
4677,1299565,22348183,no_match,0.0,,,,,,,,"Gözübüyük A Ş, Yönetim Hukuku (33. bs, Turhan Kitabevi, 2015)."
4678,1299565,22348190,no_match,0.0,,,,,,,,"Patton M Q, Nitel Araştırma ve Değerlendirme Yöntemleri, Çev. Ed: Mesut Bütün ve Selçuk Beşir Demir, 5. Bölüm Çev: İnanç Eti ve Buket Turhan Türkkan (2. bs, Pegem Akademi Yayınevi, 2018)."
4686,1201597,17948667,no_match,0.0,,,,,,,,"Watt, Ian. Romanın Yükselişi. Çeviren Ferit Burak Aydar. İstanbul: Metis Yayınları, 2007."
4702,1332065,24674406,no_match,0.0,,,,,,,,"Ömer Seyfettin. “Yeni Lisan.” Bütün Eserleri: Makaleler 1, haz. Hülya Argun- şah, 102-114. İstanbul: Dergâh Yayınları, 2001."
4716,1270348,20942604,no_match,0.0,,,,,,,,"Gözübüyük, A. Şeref/Tan, Turgut (2003) İdare Hukuku, Ankara, Turan Kitabevi."
4717,1270348,20942609,no_match,0.0,,,,,,,,"Kaboğlu, İbrahim (1999) Özgürlükler Hukuku, 5. Baskı, İstanbul, AFA Yayınları."
