sample_index,publication_id,reference_id,reference_order,source_doi,datacite_status,datacite_doi,datacite_title,datacite_publisher,datacite_year,datacite_type,datacite_url,confidence,title_coverage,title_similarity,title_token_count,author_coverage,year_match,request_key,query_source,query,context
1104,1252631,20189053,28,,no_match,,,,,,,,,,,,,search:nisen grafiadellis jimenez malfa martiez garcia monteiro verlodt villele von zabeltitz denis boudoin garnaud 1988 cultures protegees climate mediterranean fao rome,context,nisen grafiadellis jimenez malfa martiez garcia monteiro verlodt villele von zabeltitz denis boudoin garnaud 1988 cultures protegees climate mediterranean fao rome,"Nisen, A., Grafiadellis, M., Jiménez, R., La Malfa, G., Martiez-Garcia, P. F., Monteiro, A., Verlodt, H., Villele, O., Von Zabeltitz, C., Denis, J. C., Boudoin, W. & Garnaud, J. C. (1988). Cultures protegees en climate mediterranean, FAO, Rome."
1106,1327057,23674334,4,,no_match,,,,,,,,,,,,,search:alpar 2021 cok degiskenli istatistiksel yontemler ankara detay yayincilik,context,alpar 2021 cok degiskenli istatistiksel yontemler ankara detay yayincilik,"Alpar, R. (2021). Çok değişkenli istatistiksel yöntemler. Ankara: Detay Yayıncılık."
1107,1212698,19434671,17,,no_match,,,,,,,,,,,,,search:haitao jinchang 2009 effects economic growth investment three education stages china zhu zhang eds 2nd conference international institute applied statistics studies qingdao peoples china recent advance statistics application,context,haitao jinchang 2009 effects economic growth investment three education stages china zhu zhang eds 2nd conference international institute applied statistics studies qingdao peoples china recent advance statistics application,"Haitao, L., & Jinchang, L. (2009). The Effects on Economic Growth of Investment in Three Education Stages in China. In Zhu, K and Zhang, H, (Eds.), 2nd Conference of the International-Institute-of-Applied-Statistics- Studies, Qingdao, Peoples R China, Recent Advance In Statistics Application And Related Areas, 1(2), 2689- 2695."
1108,1182528,17001779,3,,no_match,,,,,,,,,,,,,search:barutcugil 2013 stratejik yonetim istanbul kariyer yayincilik,context,barutcugil 2013 stratejik yonetim istanbul kariyer yayincilik,"Barutçugil, İ. (2013). Stratejik Yönetim. İstanbul: Kariyer Yayıncılık."
1113,1331326,23898137,15,,no_match,,,,,,,,,,,,,search:dubbert drift tubes gas mixtures drift velocities gaseous detectors present features future role 2011 fair son erisim tarihi 2025,context,dubbert drift tubes gas mixtures drift velocities gaseous detectors present features future role 2011 fair son erisim tarihi 2025,"Dubbert J., “Drift Tubes, gas mixtures and drift velocities”, Gaseous detectors: present features and future role, https://indico.cern.ch/event/124394/, 2011. FAIR, https://fair-center.eu/, son erişim tarihi: 18/3/2025."
1114,1298303,22290416,15,,no_match,,,,,,,,,,,,,search:dara 2023 kasim leopold museum vienna cambiamento climatico storcere quadri inside marketing,context,dara 2023 kasim leopold museum vienna cambiamento climatico storcere quadri inside marketing,"Dara, V. (2023, 8 Kasım). Al Leopold Museum di Vienna il cambiamento climatico fa storcere i quadri. Inside Marketing. https://www.insidemarketing.it/iniziativa-a-few-degrees-more-del-leopold-museum-vienna/"
1116,1370634,25453769,15,,no_match,,,,,,,,,,,,,search:cevik 2006 diyarbakir kosullarinda silaj amaciyla yetistirilebilecek misir cesitlerinin bazi tarimsal karakterlerinin saptanmasi yuzuncu yil universitesi fen bilimleri enstitusu yuksek lisans tezi tarla bitkileri ana bilim dali van,context,cevik 2006 diyarbakir kosullarinda silaj amaciyla yetistirilebilecek misir cesitlerinin bazi tarimsal karakterlerinin saptanmasi yuzuncu yil universitesi fen bilimleri enstitusu yuksek lisans tezi tarla bitkileri ana bilim dali van,"Çevik, E.B. (2006). Diyarbakır koşullarında silaj amacıyla yetiştirilebilecek mısır çeşitlerinin bazı tarımsal karakterlerinin saptanması. Yüzüncü Yıl Üniversitesi, Fen Bilimleri Enstitüsü, Yüksek Lisans Tezi, Tarla Bitkileri Ana Bilim Dalı, Van."
1120,1306087,23648317,17,,no_match,10.5281/zenodo.10899368,A MULTIDISCIPLINARY APPROACH TO PANDEMIC MANAGEMENT: LESSONS AND STRATEGIES FOR THE FUTURE,Norwegian Journal of development of the International Science,2024,JournalArticle,https://zenodo.org/doi/10.5281/zenodo.10899368,0.0382,0.0,0.1911,7,0.0,False,search:buse mays walt 2012 making health policy open university press,context,buse mays walt 2012 making health policy open university press,"Buse, K., Mays, N., & Walt, G. (2012). Making health policy. Open University Press."
1127,1306501,22620830,6,,no_match,,,,,,,,,,,,,search:aslan haci bektas veli nin dusunce dunyasi sivas cumhuriyet universitesi yuksek lisans tezi 2007,context,aslan haci bektas veli nin dusunce dunyasi sivas cumhuriyet universitesi yuksek lisans tezi 2007,"Aslan, F. Hacı Bektaş-ı Veli’nin Düşünce Dünyası. Sivas: Cumhuriyet Üniversitesi, Yüksek Lisans Tezi, 2007."
1128,1306501,22620864,42,,no_match,,,,,,,,,,,,,search:ocak bektasi menakibnamelerinde islam oncesi inanc motifleri istanbul 1983 ocak bektasilik turkiye diyanet vakfi islam ansiklopedisi 373 379 istanbul tdv yayinlari 1992,context,ocak bektasi menakibnamelerinde islam oncesi inanc motifleri istanbul 1983 ocak bektasilik turkiye diyanet vakfi islam ansiklopedisi 373 379 istanbul tdv yayinlari 1992,"Ocak, A. Y. Bektaşî Menâkıbnâmelerinde İslâm Öncesi İnanç Motifleri. İstanbul. 1983. Ocak, A. Y. “Bektaşîlik”. Türkiye Diyanet Vakfı İslâm Ansiklopedisi. 5/373-379. İstanbul: TDV Yayınları, 1992."
1130,1207454,18228930,5,,no_match,,,,,,,,,,,,,search:uygulamalari standardin vergi usul kanunu karsilastirilmasi vergi raporu 130,context,uygulamalari standardin vergi usul kanunu karsilastirilmasi vergi raporu 130,"Uygulamaları ve Standardın Vergi Usul Kanunu ile Karşılaştırılması, Vergi Raporu Dergisi, (130), 59-80."
1131,1207454,18228948,23,,no_match,,,,,,,,,,,,,search:turkiye muhasebe standardi,context,turkiye muhasebe standardi,Türkiye Muhasebe Standardı 23
1139,1328845,23757725,14,,no_match,,,,,,,,,,,,,search:boyacioglu guneyli 2022 okul yoneticileri nasil konusuyor ogretmenlerin gozunden degerlendirme uluslararasi yonetim sosyal arastirmalar,context,boyacioglu guneyli 2022 okul yoneticileri nasil konusuyor ogretmenlerin gozunden degerlendirme uluslararasi yonetim sosyal arastirmalar,"Boyacıoğlu, B., & Güneyli, A. (2022). Okul yöneticileri nasıl konuşuyor? Öğretmenlerin gözünden bir değerlendirme. Uluslararası Yönetim ve Sosyal Araştırmalar Dergisi, 9(18), 27-50."
1140,1328845,23757728,17,,no_match,,,,,,,,,,,,,search:can cinar 2023 okul yoneticilerinin okul ici tutum davranislarinin ogretmenlerin sinif yonetimi basarisina etkisi egitim ogretim arastirmalari,context,can cinar 2023 okul yoneticilerinin okul ici tutum davranislarinin ogretmenlerin sinif yonetimi basarisina etkisi egitim ogretim arastirmalari,"Can, E., & Çınar, C. (2023). Okul yöneticilerinin okul içi tutum ve davranışlarının öğretmenlerin sınıf yönetimi başarısına etkisi. Eğitim ve Öğretim Araştırmaları Dergisi, 12(2), 53-67."
1147,1352232,24693211,26,,no_match,,,,,,,,,,,,,search:lalehan yazicioglu caliskan yildiz atici kamis kahve ozkan 2023 aksaray ili spor tarihi,context,lalehan yazicioglu caliskan yildiz atici kamis kahve ozkan 2023 aksaray ili spor tarihi,"Lalehan, A., Yazıcıoğlu Çalışkan, H., Yıldız, Y., Atıcı, A. R., Kamiş, O., Kahve, A. N., & Özkan, E. (2023). Aksaray ili spor tarihi."
1149,1283799,21631041,10,,no_match,10.5281/zenodo.1094188,A User Study On The Adoption Of Context-Aware Destination Mobile Applications,Zenodo,2014,Text,https://zenodo.org/record/1094188,0.0584,0.0,0.2921,7,0.0,False,search:chin 1998 partial least squares approach structural equation modeling marcoulides modern methods business research 295 336 lawrence erlbaum associates publishers,context,chin 1998 partial least squares approach structural equation modeling marcoulides modern methods business research 295 336 lawrence erlbaum associates publishers,"Chin, W. W. (1998). The partial least squares approach for structural equation modeling. In G. A. Marcoulides (Ed.), Modern methods for business research (pp. 295–336). Lawrence Erlbaum Associates Publishers."
1152,1339083,24959316,27,,no_match,,,,,,,,,,,,,search:mozzanica tadini radaelli negri pigatto morelli frigerio finzi esposti rossi plasma melatonin levels psoriasis acta derm venereol 1988 312 316,context,mozzanica tadini radaelli negri pigatto morelli frigerio finzi esposti rossi plasma melatonin levels psoriasis acta derm venereol 1988 312 316,"[27] Mozzanica N, Tadini G, Radaelli A, Negri M, Pigatto P, Morelli M, Frigerio U, Finzi A, Esposti G, Rossi D. Plasma melatonin levels in psoriasis. Acta Derm Venereol. 1988;68(4):312-316."
1155,1186067,17200005,19,,no_match,,,,,,,,,,,,,search:durusoy oztepe 2018 eksenli calisan kadinlar denizli ornegi yayinlanmis doktora tezi sosyal bilimler enstitusu ankara universitesi ankara,context,durusoy oztepe 2018 eksenli calisan kadinlar denizli ornegi yayinlanmis doktora tezi sosyal bilimler enstitusu ankara universitesi ankara,"Durusoy Öztepe, N. (2018). Ev Eksenli Çalışan Kadınlar ve Denizli Örneği. Yayınlanmış Doktora Tezi, Sosyal Bilimler Enstitüsü, Ankara Üniversitesi: Ankara."
1157,1388951,26065102,24,,no_match,,,,,,,,,,,,,search:engelli cocugu olan annelerin surekli kaygi duzeyleri sosyal destek algilari arasindaki iliski coskun 2009 ahi evran universitesi kirsehir egitim fakultesi,tei,engelli cocugu olan annelerin surekli kaygi duzeyleri sosyal destek algilari arasindaki iliski coskun 2009 ahi evran universitesi kirsehir egitim fakultesi,"24. Coşkun Y, Akkaş G. Engelli çocuğu olan annelerin sürekli kaygı düzeyleri ile sosyal destek algıları arasındaki ilişki. Ahi Evran Üniversitesi Kırşehir Eğitim Fakültesi Dergisi. 2009;10(1):213-227."
1161,1327175,23677869,15,,no_match,,,,,,,,,,,,,search:stuck iliffe harari 2013 comprehensive geriatric assessment towards understanding its effectiveness age ageing 488 493,context,stuck iliffe harari 2013 comprehensive geriatric assessment towards understanding its effectiveness age ageing 488 493,"Stuck, A. E., Iliffe, S., and Harari, D. (2013) “Comprehensive Geriatric Assessment: Towards Understanding Its Effectiveness”, Age and Ageing, 42(4), 488-493."
1162,1294734,23190833,15,,no_match,,,,,,,,,,,,,search:avci mustafa turk hukuk tarihi ankara adalet yayinevi 2023,context,avci mustafa turk hukuk tarihi ankara adalet yayinevi 2023,"Avcı, Mustafa. Türk Hukuk Tarihi. Ankara: Adalet Yayınevi, 2023."
1163,1294734,23190867,49,,no_match,,,,,,,,,,,,,search:irak medeni kanunu erisim tarihi ekim 2024 services loadarticle aspx 121120075347800,context,irak medeni kanunu erisim tarihi ekim 2024 services loadarticle aspx 121120075347800,"Irak Medeni Kanunu, Erişim Tarihi, Ekim 12, 2024. https://iraqld.e-sjc- services.iq/LoadArticle.aspx?SC=121120075347800."
1164,1294734,23190880,62,,no_match,,,,,,,,,,,,,search:karaman hayreddin mukayeseli islam hukuku yayincilik 296 istanbul yayincilik 2016,context,karaman hayreddin mukayeseli islam hukuku yayincilik 296 istanbul yayincilik 2016,"Karaman, Hayreddin. Mukayeseli İslâm Hukuku. İz Yayıncılık 296. İstanbul: İz Yayıncılık, 2016."
1165,1294734,23190919,101,,no_match,,,,,,,,,,,,,search:sahin osman islam hukuk metodolojisinde zerayi uygulamasi islam hukuku arastirmalari 2006 209,context,sahin osman islam hukuk metodolojisinde zerayi uygulamasi islam hukuku arastirmalari 2006 209,"Şahin, Osman. “İslam Hukuk Metodolojisinde Zerâyi’ ve Uygulaması.” İslâm Hukuku Araştırmaları Dergisi 7 (2006): 209-43."
1167,1274734,21162618,23,,no_match,,,,,,,,,,,,,search:lilleker 2013 siyasal iletisim temel kavramlar istanbul kaknus iletisim,context,lilleker 2013 siyasal iletisim temel kavramlar istanbul kaknus iletisim,"Lilleker, D. G. (2013). Siyasal iletişim temel kavramlar. İstanbul: Kaknüs İletişim."
1169,1333707,23972195,11,,no_match,,,,,,,,,,,,,search:mikuls curtis allison hicks saag medication errors use allopurinol colchicine retrospective national anonymous internet accessible error reporting system rheumatology 2006 562 566,context,mikuls curtis allison hicks saag medication errors use allopurinol colchicine retrospective national anonymous internet accessible error reporting system rheumatology 2006 562 566,"11. Mikuls TR, Curtis JR, Allison JJ, Hicks RW, Saag KG. Medication errors with the use of allopurinol and colchicine: a retrospective study of a national, anonymous Internet- accessible error reporting system. The Journal of Rheumatology 2006; 33: 562-566."
1174,1360654,25058869,20,,no_match,,,,,,,,,,,,,search:colak can 2007 saglik cbs uygulamalarinda konumsal kumeleme yonteminin kullanimi tmmob harita kadastro muhendisleri odasi ulusal cografi bilgi sistemleri kongresi ekim kasim 2007 ktu trabzon,context,colak can 2007 saglik cbs uygulamalarinda konumsal kumeleme yonteminin kullanimi tmmob harita kadastro muhendisleri odasi ulusal cografi bilgi sistemleri kongresi ekim kasim 2007 ktu trabzon,"Çolak, H. E. ve Çan, G. (2007). Sağlık CBS Uygulamalarında Konumsal Kümeleme Yönteminin Kullanımı, TMMOB Harita ve Kadastro Mühendisleri Odası, Ulusal Coğrafi Bilgi Sistemleri Kongresi, 30 Ekim –02 Kasım 2007, KTÜ, Trabzon, https://web.itu.edu.tr/tahsin/CBS2007/bildiri/S_110.pdf"
1191,1189149,17284245,1,,no_match,,,,,,,,,,,,,search:acemoglu der 2022 yapay zekayi yeniden tasarlamak otomasyon caginda demokrasi adalet ankara efil yayinevi,context,acemoglu der 2022 yapay zekayi yeniden tasarlamak otomasyon caginda demokrasi adalet ankara efil yayinevi,"Acemoğlu, D. (der.) (2022) Yapay Zekayı Yeniden Tasarlamak: Otomasyon Çağında İş, Demokrasi ve Adalet, Ankara: Efil Yayınevi."
1192,1269854,20986161,1,,no_match,,,,,,,,,,,,,search:acikgoz 2014 kentsel donusumun ekonomik mekansal sosyal etkileri kamunun rolu ankara gultepe cincin ornegi yuksek lisans tezi tez 371636 ankara gazi universitesi fen bilimleri enstitusu,context,acikgoz 2014 kentsel donusumun ekonomik mekansal sosyal etkileri kamunun rolu ankara gultepe cincin ornegi yuksek lisans tezi tez 371636 ankara gazi universitesi fen bilimleri enstitusu,"Açıkgöz, A. T. (2014). Kentsel dönüşümün ekonomik, mekânsal, sosyal etkileri ve kamunun rolü:Ankara Gültepe (Çinçin) örneği (Yüksek Lisans Tezi, Tez No: 371636), Ankara: Gazi Üniversitesi, Fen Bilimleri Enstitüsü."
1194,1264144,20670037,17,,no_match,,,,,,,,,,,,,search:efendioglu sezgin 2007 devlet uygulamalarinda bilgi paylasim guvenligi cukurova university institute social sciences 219 236,context,efendioglu sezgin 2007 devlet uygulamalarinda bilgi paylasim guvenligi cukurova university institute social sciences 219 236,"Efendioğlu, A. & Sezgin, E. (2007). E-Devlet uygulamalarında bilgi ve paylaşım güvenliği, Journal of Çukurova University Institute of Social Sciences, 16 (2), 219-236."
1197,1292790,22048751,48,,no_match,,,,,,,,,,,,,search:qureshia abbas 2019 performance islamic traditional banks pakistan international economics management accounting 104,context,qureshia abbas 2019 performance islamic traditional banks pakistan international economics management accounting 104,"Qureshia, M. H. ve Abbas, K. (2019). Performance Analysis of Islamic and Traditional Banks of Pakistan. International Journal of Economics Management and Accounting. 27(1): 83-104."
1207,1247089,22942537,32,,no_match,,,,,,,,,,,,,search:tiryaki canhilal horuz 2010 tarim ilaclari kullanimi riskleri erciyes universitesi fen bilimleri enstitusu fen bilimleri 154 169,context,tiryaki canhilal horuz 2010 tarim ilaclari kullanimi riskleri erciyes universitesi fen bilimleri enstitusu fen bilimleri 154 169,"Tiryaki, O., Canhilal, R., & Horuz, S. (2010). Tarım ilaçları kullanımı ve riskleri. Erciyes Üniversitesi Fen Bilimleri Enstitüsü Fen Bilimleri Dergisi, 26(2), 154-169."
1208,1322965,23513021,59,,no_match,,,,,,,,,,,,,search:sancar 2023a dijital kultur alanindaki arastirmalarin bilimsel haritalama teknigi bibliyometrik analizi scientific mapping bibliometric research field digital culture emerging economies policy 247 260,context,sancar 2023a dijital kultur alanindaki arastirmalarin bilimsel haritalama teknigi bibliyometrik analizi scientific mapping bibliometric research field digital culture emerging economies policy 247 260,"Sancar, E. (2023a). Dijital kültür alanındaki araştırmaların bilimsel haritalama tekniği ile bibliyometrik analizi [Scientific mapping and bibliometric analysis of the research in the field of digital culture]. Journal of Emerging Economies and Policy, 8(2), 247–260."
1211,1375931,25646116,7,,no_match,,,,,,,,,,,,,search:bauman 2011 wasted lives modernity outcast cambridge polity,context,bauman 2011 wasted lives modernity outcast cambridge polity,"Bauman, Z. (2011), Wasted Lİves: Modernity and It’s Outcast. Cambridge: Polity."
1212,1375931,25646129,20,,no_match,,,,,,,,,,,,,search:kristeva 2014 korkunun gucleri igrenclik deneme cev nilgun tutal baski istanbul ayrinti yayinlari,context,kristeva 2014 korkunun gucleri igrenclik deneme cev nilgun tutal baski istanbul ayrinti yayinlari,"Kristeva, J. (2014). Korkunun Güçleri; İğrençlik Üzerine Deneme (Çev. Nilgün Tutal), 2. Baskı, İstanbul: Ayrıntı Yayınları."
1215,1351878,24680225,7,,no_match,,,,,,,,,,,,,search:dogan 2012 hitit hukuku belleklerdeki kayip baski fam yayinlari,context,dogan 2012 hitit hukuku belleklerdeki kayip baski fam yayinlari,"Doğan, E. (2012). Hitit hukuku: Belleklerdeki kayıp (1. baskı). Fam Yayınları."
1216,1245514,20674476,7,,no_match,,,,,,,,,,,,,search:braskerud jarbo 2018 capital structure decisions energy companies listed oslo stock exchange unpublished dissertation oslo metropolitan university norway,context,braskerud jarbo 2018 capital structure decisions energy companies listed oslo stock exchange unpublished dissertation oslo metropolitan university norway,"Braskerud, A. & Jarbo, A.B. (2018). Capital Structure Decisions in Energy Companies Listed on the Oslo Stock Exchange. [Unpublished dissertation]. Oslo Metropolitan University, Norway."
1219,1354843,24799490,5,,no_match,10.5281/zenodo.21302159,Structural Coherence and the Sustainability of Achievement: Development of the Theoretical Framework and Items of the ARS22,Zenodo,2026,Preprint,https://zenodo.org/doi/10.5281/zenodo.21302159,0.05,0.0,0.25,9,0.0,False,search:brown 2006 confirmatory factor applied research guilford publications,context,brown 2006 confirmatory factor applied research guilford publications,"Brown, T. A. (2006). Confirmatory factor analysis for applied research. Guilford Publications."
